,tweet_id,created_at,text,likes,retweeted,location,language,airline
427,1336966824416735234,2020-12-10 09:31:45,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"الرياض, المملكة العربية السعود",en,Saudia airlines
428,1336950027005161473,2020-12-10 08:25:00,"To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the #aviation industry ✈️ #SAEI ; one of #Saudi_Airlines companies, signed a memorandum of understanding agreement with GDC Technics. https://t.co/BQynulJLG8",5,False,"Jeddah, Saudi Arabia",en,Saudia airlines
429,1336979288470548481,2020-12-10 10:21:16,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"RIYADH,SAUDI ARABIA",en,Saudia airlines
430,1336966824416735234,2020-12-10 09:31:45,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"الرياض, المملكة العربية السعود",en,Saudia airlines
431,1336950027005161473,2020-12-10 08:25:00,"To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the #aviation industry ✈️ #SAEI ; one of #Saudi_Airlines companies, signed a memorandum of understanding agreement with GDC Technics. https://t.co/BQynulJLG8",5,False,"Jeddah, Saudi Arabia",en,Saudia airlines
432,1336979288470548481,2020-12-10 10:21:16,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"RIYADH,SAUDI ARABIA",en,Saudia airlines
433,1336966824416735234,2020-12-10 09:31:45,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"الرياض, المملكة العربية السعود",en,Saudia airlines
434,1336950027005161473,2020-12-10 08:25:00,"To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the #aviation industry ✈️ #SAEI ; one of #Saudi_Airlines companies, signed a memorandum of understanding agreement with GDC Technics. https://t.co/BQynulJLG8",5,False,"Jeddah, Saudi Arabia",en,Saudia airlines
435,1336979288470548481,2020-12-10 10:21:16,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"RIYADH,SAUDI ARABIA",en,Saudia airlines
436,1336966824416735234,2020-12-10 09:31:45,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"الرياض, المملكة العربية السعود",en,Saudia airlines
437,1336950027005161473,2020-12-10 08:25:00,"To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the #aviation industry ✈️ #SAEI ; one of #Saudi_Airlines companies, signed a memorandum of understanding agreement with GDC Technics. https://t.co/BQynulJLG8",5,False,"Jeddah, Saudi Arabia",en,Saudia airlines
438,1336979288470548481,2020-12-10 10:21:16,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"RIYADH,SAUDI ARABIA",en,Saudia airlines
439,1336966824416735234,2020-12-10 09:31:45,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"الرياض, المملكة العربية السعود",en,Saudia airlines
440,1336950027005161473,2020-12-10 08:25:00,"To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the #aviation industry ✈️ #SAEI ; one of #Saudi_Airlines companies, signed a memorandum of understanding agreement with GDC Technics. https://t.co/BQynulJLG8",5,False,"Jeddah, Saudi Arabia",en,Saudia airlines
441,1336979288470548481,2020-12-10 10:21:16,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"RIYADH,SAUDI ARABIA",en,Saudia airlines
442,1336966824416735234,2020-12-10 09:31:45,"RT @SAEIMEDIA: To achieve the Kingdom's vision 🇸🇦 in the sustainability of economic power, social development and knowledge transfer in the…",0,False,"الرياض, المملكة العربية السعود",en,Saudia airlines
